algorithm,round,test_reward,timestamp
VFA (opt - harmonic),9000,555.4248962191341,2025-10-31T15:26:24.089237
VFA (opt - harmonic),9200,555.79119113713,2025-10-31T15:26:24.089239
VFA (opt - harmonic),9400,555.806148967624,2025-10-31T15:26:24.089240
VFA (opt - harmonic),9600,555.799549641178,2025-10-31T15:26:24.089241
VFA (opt - harmonic),9800,555.7587752540021,2025-10-31T15:26:24.089243
VFA (opt - harmonic),10000,555.673302981904,2025-10-31T15:26:24.089244
VFA (opt - harmonic),10200,555.681340247062,2025-10-31T15:26:24.089245
VFA (opt - harmonic),10400,555.5563631111561,2025-10-31T15:26:24.089247
VFA (opt - harmonic),10600,555.478427512876,2025-10-31T15:26:24.089248
VFA (opt - harmonic),10800,555.235082170592,2025-10-31T15:26:24.089250
VFA (opt - harmonic),11000,555.489659080256,2025-10-31T15:26:24.089251
VFA (opt - harmonic),11200,555.684848991796,2025-10-31T15:26:24.089252
VFA (opt - harmonic),11400,555.7571383128701,2025-10-31T15:26:24.089254
VFA (opt - harmonic),11600,555.756066029686,2025-10-31T15:26:24.089255
VFA (opt - harmonic),11800,555.646746152758,2025-10-31T15:26:24.089256
VFA (opt - harmonic),12000,555.5349877047521,2025-10-31T15:26:24.089258
VFA (opt - harmonic),12200,555.16756556273,2025-10-31T15:26:24.089259
VFA (opt - harmonic),12400,555.283914150812,2025-10-31T15:26:24.089260
VFA (opt - harmonic),12600,555.4894879286061,2025-10-31T15:26:24.089262
VFA (opt - harmonic),12800,555.5354079466761,2025-10-31T15:26:24.089263
VFA (opt - harmonic),13000,555.5339411695161,2025-10-31T15:26:24.089264
VFA (opt - harmonic),13200,555.47055158234,2025-10-31T15:26:24.089266
VFA (opt - harmonic),13400,555.449945990126,2025-10-31T15:26:24.089267
VFA (opt - harmonic),13600,555.553446023192,2025-10-31T15:26:24.089268
VFA (opt - harmonic),13800,555.553446023192,2025-10-31T15:26:24.089270
VFA (opt - harmonic),14000,555.590571563962,2025-10-31T15:26:24.089271
VFA (opt - harmonic),14200,555.59073560662,2025-10-31T15:26:24.089272
VFA (opt - harmonic),14400,555.6341420482961,2025-10-31T15:26:24.089274
VFA (opt - harmonic),14600,555.6477215466821,2025-10-31T15:26:24.089275
VFA (opt - harmonic),14800,555.811648843024,2025-10-31T15:26:24.089276
VFA (opt - harmonic),15000,555.6955634803841,2025-10-31T15:26:24.089278
VFA (opt - harmonic0.5),0,541.411251250498,2025-10-31T15:26:27.566117
VFA (opt - harmonic0.5),200,551.4492150713021,2025-10-31T15:26:27.566124
VFA (opt - harmonic0.5),400,552.25127425433,2025-10-31T15:26:27.566126
VFA (opt - harmonic0.5),600,554.454569739412,2025-10-31T15:26:27.566128
VFA (opt - harmonic0.5),800,553.614273784656,2025-10-31T15:26:27.566129
VFA (opt - harmonic0.5),1000,554.7014288862041,2025-10-31T15:26:27.566131
VFA (opt - harmonic0.5),1200,554.9522351040581,2025-10-31T15:26:27.566132
VFA (opt - harmonic0.5),1400,554.000897637316,2025-10-31T15:26:27.566134
VFA (opt - harmonic0.5),1600,554.9347381431561,2025-10-31T15:26:27.566135
VFA (opt - harmonic0.5),1800,554.8744671137681,2025-10-31T15:26:27.566137
VFA (opt - harmonic0.5),2000,554.959175374246,2025-10-31T15:26:27.566138
VFA (opt - harmonic0.5),2200,555.057703443618,2025-10-31T15:26:27.566140
VFA (opt - harmonic0.5),2400,555.3620254655101,2025-10-31T15:26:27.566141
VFA (opt - harmonic0.5),2600,555.5943042270881,2025-10-31T15:26:27.566143
VFA (opt - harmonic0.5),2800,555.385701564022,2025-10-31T15:26:27.566144
VFA (opt - harmonic0.5),3000,555.372637325226,2025-10-31T15:26:27.566146
VFA (opt - harmonic0.5),3200,555.242972640238,2025-10-31T15:26:27.566147
VFA (opt - harmonic0.5),3400,554.733696847078,2025-10-31T15:26:27.566149
VFA (opt - harmonic0.5),3600,555.5730476824241,2025-10-31T15:26:27.566150
VFA (opt - harmonic0.5),3800,555.640875057398,2025-10-31T15:26:27.566152
VFA (opt - harmonic0.5),4000,555.734048777114,2025-10-31T15:26:27.566153
VFA (opt - harmonic0.5),4200,555.508336374536,2025-10-31T15:26:27.566154
VFA (opt - harmonic0.5),4400,555.507392142056,2025-10-31T15:26:27.566156
VFA (opt - harmonic0.5),4600,555.4316958618521,2025-10-31T15:26:27.566157
VFA (opt - harmonic0.5),4800,555.718190764878,2025-10-31T15:26:27.566159
VFA (opt - harmonic0.5),5000,555.77887369249,2025-10-31T15:26:27.566160
VFA (opt - harmonic0.5),5200,554.9556124386,2025-10-31T15:26:27.566162
VFA (opt - harmonic0.5),5400,555.441954424254,2025-10-31T15:26:27.566163
VFA (opt - harmonic0.5),5600,555.672304449522,2025-10-31T15:26:27.566165
VFA (opt - harmonic0.5),5800,555.396650631662,2025-10-31T15:26:27.566166
VFA (opt - harmonic0.5),6000,555.894706824788,2025-10-31T15:26:27.566167
VFA (opt - harmonic0.5),6200,555.866873946436,2025-10-31T15:26:27.566169
VFA (opt - harmonic0.5),6400,555.6933161585861,2025-10-31T15:26:27.566170
VFA (opt - harmonic0.5),6600,555.6266738830841,2025-10-31T15:26:27.566172
VFA (opt - harmonic0.5),6800,555.5369417597781,2025-10-31T15:26:27.566173
VFA (opt - harmonic0.5),7000,555.3262148489321,2025-10-31T15:26:27.566175
VFA (opt - harmonic0.5),7200,555.3994318954781,2025-10-31T15:26:27.566176
VFA (opt - harmonic0.5),7400,555.4199699996541,2025-10-31T15:26:27.566178
VFA (opt - harmonic0.5),7600,555.427505453954,2025-10-31T15:26:27.566179
VFA (opt - harmonic0.5),7800,555.611380737286,2025-10-31T15:26:27.566180
VFA (opt - harmonic0.5),8000,555.8570845404521,2025-10-31T15:26:27.566182
VFA (opt - harmonic0.5),8200,555.748462935382,2025-10-31T15:26:27.566183
VFA (opt - harmonic0.5),8400,555.9675790280801,2025-10-31T15:26:27.566185
VFA (opt - harmonic0.5),8600,556.0827830681801,2025-10-31T15:26:27.566186
VFA (opt - harmonic0.5),8800,555.834004505338,2025-10-31T15:26:27.566188
VFA (opt - harmonic0.5),9000,555.89536238782,2025-10-31T15:26:27.566189
VFA (opt - harmonic0.5),9200,556.1362895969701,2025-10-31T15:26:27.566191
VFA (opt - harmonic0.5),9400,556.13689018128,2025-10-31T15:26:27.566192
VFA (opt - harmonic0.5),9600,555.9875661066161,2025-10-31T15:26:27.566194
VFA (opt - harmonic0.5),9800,555.8777257255961,2025-10-31T15:26:27.566195
VFA (opt - harmonic0.5),10000,555.966284405026,2025-10-31T15:26:27.566197
VFA (opt - harmonic0.5),10200,555.87249508666,2025-10-31T15:26:27.566198
VFA (opt - harmonic0.5),10400,555.8879264391941,2025-10-31T15:26:27.566200
VFA (opt - harmonic0.5),10600,556.0654429779521,2025-10-31T15:26:27.566201
VFA (opt - harmonic0.5),10800,555.7694174162681,2025-10-31T15:26:27.566203
VFA (opt - harmonic0.5),11000,555.5537769853661,2025-10-31T15:26:27.566204
VFA (opt - harmonic0.5),11200,555.414101694742,2025-10-31T15:26:27.566205
VFA (opt - harmonic0.5),11400,555.6304652629101,2025-10-31T15:26:27.566207
VFA (opt - harmonic0.5),11600,555.7920912000501,2025-10-31T15:26:27.566208
VFA (opt - harmonic0.5),11800,555.331028450288,2025-10-31T15:26:27.566210
VFA (opt - harmonic0.5),12000,555.4960089376641,2025-10-31T15:26:27.566211
VFA (opt - harmonic0.5),12200,555.352885179176,2025-10-31T15:26:27.566213
VFA (opt - harmonic0.5),12400,555.67467860423,2025-10-31T15:26:27.566214
VFA (opt - harmonic0.5),12600,555.673915391882,2025-10-31T15:26:27.566216
VFA (opt - harmonic0.5),12800,555.5432600262501,2025-10-31T15:26:27.566217
VFA (opt - harmonic0.5),13000,555.574255761398,2025-10-31T15:26:27.566219
VFA (opt - harmonic0.5),13200,555.5343181645401,2025-10-31T15:26:27.566220
VFA (opt - harmonic0.5),13400,555.8386601895261,2025-10-31T15:26:27.566221
VFA (opt - harmonic0.5),13600,555.600099093368,2025-10-31T15:26:27.566223
VFA (opt - harmonic0.5),13800,555.860714759204,2025-10-31T15:26:27.566224
VFA (opt - harmonic0.5),14000,555.833939698742,2025-10-31T15:26:27.566225
VFA (opt - harmonic0.5),14200,555.5833645954821,2025-10-31T15:26:27.566227
VFA (opt - harmonic0.5),14400,555.590369066594,2025-10-31T15:26:27.566228
VFA (opt - harmonic0.5),14600,555.3892663596861,2025-10-31T15:26:27.566229
VFA (opt - harmonic0.5),14800,555.6146314740081,2025-10-31T15:26:27.566231
VFA (opt - harmonic0.5),15000,555.59974687448,2025-10-31T15:26:27.566232
Q-Table (standard),0,541.411251250498,2025-10-31T15:26:31.487679
Q-Table (standard),200,488.14940025480405,2025-10-31T15:26:31.487687
Q-Table (standard),400,536.77172852284,2025-10-31T15:26:31.487690
Q-Table (standard),600,537.014639588486,2025-10-31T15:26:31.487691
Q-Table (standard),800,543.092882743904,2025-10-31T15:26:31.487693
Q-Table (standard),1000,546.228436511818,2025-10-31T15:26:31.487694
Q-Table (standard),1200,544.6682741239341,2025-10-31T15:26:31.487696
Q-Table (standard),1400,552.7973063788121,2025-10-31T15:26:31.487697
Q-Table (standard),1600,551.5422571347041,2025-10-31T15:26:31.487699
Q-Table (standard),1800,551.9038602172061,2025-10-31T15:26:31.487700
Q-Table (standard),2000,553.224145815554,2025-10-31T15:26:31.487702
Q-Table (standard),2200,553.050066340544,2025-10-31T15:26:31.487703
Q-Table (standard),2400,552.394165692124,2025-10-31T15:26:31.487704
Q-Table (standard),2600,554.404144598654,2025-10-31T15:26:31.487706
Q-Table (standard),2800,553.8450150192341,2025-10-31T15:26:31.487707
Q-Table (standard),3000,554.3802594546761,2025-10-31T15:26:31.487708
Q-Table (standard),3200,552.887510712022,2025-10-31T15:26:31.487710
Q-Table (standard),3400,550.9503970092101,2025-10-31T15:26:31.487711
Q-Table (standard),3600,552.870900893174,2025-10-31T15:26:31.487712
Q-Table (standard),3800,552.607941651206,2025-10-31T15:26:31.487714
Q-Table (standard),4000,552.948366855722,2025-10-31T15:26:31.487715
Q-Table (standard),4200,552.8714891278361,2025-10-31T15:26:31.487717
Q-Table (standard),4400,553.192519263124,2025-10-31T15:26:31.487718
Q-Table (standard),4600,553.273244486626,2025-10-31T15:26:31.487719
Q-Table (standard),4800,553.268917039082,2025-10-31T15:26:31.487721
Q-Table (standard),5000,554.1863997550281,2025-10-31T15:26:31.487722
Q-Table (standard),5200,553.237014880022,2025-10-31T15:26:31.487723
Q-Table (standard),5400,553.1884424569,2025-10-31T15:26:31.487725
Q-Table (standard),5600,553.730273026538,2025-10-31T15:26:31.487726
Q-Table (standard),5800,553.4606840158041,2025-10-31T15:26:31.487727
Q-Table (standard),6000,552.8852537480241,2025-10-31T15:26:31.487729
Q-Table (standard),6200,554.9766305234581,2025-10-31T15:26:31.487730
Q-Table (standard),6400,554.3303175563501,2025-10-31T15:26:31.487731
Q-Table (standard),6600,553.0017697748921,2025-10-31T15:26:31.487733
Q-Table (standard),6800,553.932222101168,2025-10-31T15:26:31.487734
Q-Table (standard),7000,553.641774413108,2025-10-31T15:26:31.487736
Q-Table (standard),7200,553.423313852042,2025-10-31T15:26:31.487737
Q-Table (standard),7400,553.87192801712,2025-10-31T15:26:31.487738
Q-Table (standard),7600,553.4854434460581,2025-10-31T15:26:31.487740
Q-Table (standard),7800,554.302892528294,2025-10-31T15:26:31.487741
Q-Table (standard),8000,554.2038306425301,2025-10-31T15:26:31.487742
Q-Table (standard),8200,554.5731834980061,2025-10-31T15:26:31.487744
Q-Table (standard),8400,554.05796291897,2025-10-31T15:26:31.487745
Q-Table (standard),8600,553.968849184286,2025-10-31T15:26:31.487747
Q-Table (standard),8800,554.1834379742061,2025-10-31T15:26:31.487748
Q-Table (standard),9000,554.3837979041481,2025-10-31T15:26:31.487749
Q-Table (standard),9200,555.0761609664521,2025-10-31T15:26:31.487751
Q-Table (standard),9400,554.714750228566,2025-10-31T15:26:31.487752
Q-Table (standard),9600,554.5271557965641,2025-10-31T15:26:31.487753
Q-Table (standard),9800,555.3691813036121,2025-10-31T15:26:31.487755
Q-Table (standard),10000,554.8483183950001,2025-10-31T15:26:31.487756
Q-Table (standard),10200,555.0920908137,2025-10-31T15:26:31.487757
Q-Table (standard),10400,555.419273137978,2025-10-31T15:26:31.487759
Q-Table (standard),10600,555.2517698858201,2025-10-31T15:26:31.487760
Q-Table (standard),10800,555.0426138788421,2025-10-31T15:26:31.487761
Q-Table (standard),11000,555.21730596785,2025-10-31T15:26:31.487763
Q-Table (standard),11200,555.5893308971081,2025-10-31T15:26:31.487764
Q-Table (standard),11400,554.3944172308401,2025-10-31T15:26:31.487765
Q-Table (standard),11600,554.6136125339681,2025-10-31T15:26:31.487767
Q-Table (standard),11800,554.4612880516661,2025-10-31T15:26:31.487768
Q-Table (standard),12000,554.0765794409381,2025-10-31T15:26:31.487769
Q-Table (standard),12200,555.189997098308,2025-10-31T15:26:31.487771
Q-Table (standard),12400,554.8655319493281,2025-10-31T15:26:31.487772
Q-Table (standard),12600,555.462342123638,2025-10-31T15:26:31.487773
Q-Table (standard),12800,555.569023052138,2025-10-31T15:26:31.487775
Q-Table (standard),13000,555.2265976869741,2025-10-31T15:26:31.487776
Q-Table (standard),13200,554.3299608381141,2025-10-31T15:26:31.487778
Q-Table (standard),13400,554.1770458504401,2025-10-31T15:26:31.487779
Q-Table (standard),13600,555.26102541419,2025-10-31T15:26:31.487780
Q-Table (standard),13800,555.3309953368761,2025-10-31T15:26:31.487782
Q-Table (standard),14000,555.0872234748041,2025-10-31T15:26:31.487783
Q-Table (standard),14200,555.0916923225641,2025-10-31T15:26:31.487784
Q-Table (standard),14400,555.2262763026221,2025-10-31T15:26:31.487786
Q-Table (standard),14600,555.488205107846,2025-10-31T15:26:31.487787
Q-Table (standard),14800,555.473767039444,2025-10-31T15:26:31.487788
Q-Table (standard),15000,555.404102074742,2025-10-31T15:26:31.487790
"Q-Table (target, update frequency=100)",0,541.411251250498,2025-10-31T15:26:35.409420
"Q-Table (target, update frequency=100)",200,487.567893755292,2025-10-31T15:26:35.409426
"Q-Table (target, update frequency=100)",400,536.74800857437,2025-10-31T15:26:35.409428
"Q-Table (target, update frequency=100)",600,533.1653374905501,2025-10-31T15:26:35.409430
"Q-Table (target, update frequency=100)",800,545.429866576802,2025-10-31T15:26:35.409431
"Q-Table (target, update frequency=100)",1000,547.143210500628,2025-10-31T15:26:35.409433
"Q-Table (target, update frequency=100)",1200,548.9456420934321,2025-10-31T15:26:35.409435
"Q-Table (target, update frequency=100)",1400,552.380230122484,2025-10-31T15:26:35.409436
"Q-Table (target, update frequency=100)",1600,551.5679951332121,2025-10-31T15:26:35.409438
"Q-Table (target, update frequency=100)",1800,553.035984835078,2025-10-31T15:26:35.409440
"Q-Table (target, update frequency=100)",2000,552.491656521674,2025-10-31T15:26:35.409441
"Q-Table (target, update frequency=100)",2200,553.573350184496,2025-10-31T15:26:35.409443
"Q-Table (target, update frequency=100)",2400,552.8443467900161,2025-10-31T15:26:35.409444
"Q-Table (target, update frequency=100)",2600,554.466251255018,2025-10-31T15:26:35.409446
"Q-Table (target, update frequency=100)",2800,553.851994007422,2025-10-31T15:26:35.409447
"Q-Table (target, update frequency=100)",3000,553.9673116956881,2025-10-31T15:26:35.409449
"Q-Table (target, update frequency=100)",3200,552.887510712022,2025-10-31T15:26:35.409451
"Q-Table (target, update frequency=100)",3400,551.8506173194,2025-10-31T15:26:35.409452
"Q-Table (target, update frequency=100)",3600,552.19511313572,2025-10-31T15:26:35.409454
"Q-Table (target, update frequency=100)",3800,552.681630972716,2025-10-31T15:26:35.409455
"Q-Table (target, update frequency=100)",4000,552.748606516292,2025-10-31T15:26:35.409457
"Q-Table (target, update frequency=100)",4200,552.8932803346,2025-10-31T15:26:35.409459
"Q-Table (target, update frequency=100)",4400,553.1093354174441,2025-10-31T15:26:35.409460
"Q-Table (target, update frequency=100)",4600,553.8748048750481,2025-10-31T15:26:35.409462
"Q-Table (target, update frequency=100)",4800,553.289569899224,2025-10-31T15:26:35.409463
"Q-Table (target, update frequency=100)",5000,554.2965866062041,2025-10-31T15:26:35.409465
"Q-Table (target, update frequency=100)",5200,553.286630211782,2025-10-31T15:26:35.409466
"Q-Table (target, update frequency=100)",5400,553.10826150379,2025-10-31T15:26:35.409468
"Q-Table (target, update frequency=100)",5600,553.730273026538,2025-10-31T15:26:35.409470
"Q-Table (target, update frequency=100)",5800,553.3524391287741,2025-10-31T15:26:35.409471
"Q-Table (target, update frequency=100)",6000,553.0003161016281,2025-10-31T15:26:35.409473
"Q-Table (target, update frequency=100)",6200,554.9766305234581,2025-10-31T15:26:35.409474
"Q-Table (target, update frequency=100)",6400,554.2911110280161,2025-10-31T15:26:35.409476
"Q-Table (target, update frequency=100)",6600,553.3550671458701,2025-10-31T15:26:35.409477
"Q-Table (target, update frequency=100)",6800,553.9621401037041,2025-10-31T15:26:35.409479
"Q-Table (target, update frequency=100)",7000,553.651866477698,2025-10-31T15:26:35.409481
"Q-Table (target, update frequency=100)",7200,553.401233373092,2025-10-31T15:26:35.409482
"Q-Table (target, update frequency=100)",7400,554.301307898834,2025-10-31T15:26:35.409484
"Q-Table (target, update frequency=100)",7600,553.68548696327,2025-10-31T15:26:35.409485
"Q-Table (target, update frequency=100)",7800,554.302892528294,2025-10-31T15:26:35.409487
"Q-Table (target, update frequency=100)",8000,554.517369258926,2025-10-31T15:26:35.409488
"Q-Table (target, update frequency=100)",8200,554.5731834980061,2025-10-31T15:26:35.409490
"Q-Table (target, update frequency=100)",8400,554.0959368896721,2025-10-31T15:26:35.409491
"Q-Table (target, update frequency=100)",8600,554.072094146084,2025-10-31T15:26:35.409493
"Q-Table (target, update frequency=100)",8800,553.88863757381,2025-10-31T15:26:35.409495
"Q-Table (target, update frequency=100)",9000,554.4181016893581,2025-10-31T15:26:35.409496
"Q-Table (target, update frequency=100)",9200,554.6555445468281,2025-10-31T15:26:35.409498
"Q-Table (target, update frequency=100)",9400,554.500235735086,2025-10-31T15:26:35.409499
"Q-Table (target, update frequency=100)",9600,554.443597328134,2025-10-31T15:26:35.409501
"Q-Table (target, update frequency=100)",9800,555.3691813036121,2025-10-31T15:26:35.409502
"Q-Table (target, update frequency=100)",10000,554.690183873922,2025-10-31T15:26:35.409504
"Q-Table (target, update frequency=100)",10200,555.0920908137,2025-10-31T15:26:35.409505
"Q-Table (target, update frequency=100)",10400,555.419273137978,2025-10-31T15:26:35.409507
"Q-Table (target, update frequency=100)",10600,555.2517698858201,2025-10-31T15:26:35.409509
"Q-Table (target, update frequency=100)",10800,554.8274726264781,2025-10-31T15:26:35.409510
"Q-Table (target, update frequency=100)",11000,555.20523696785,2025-10-31T15:26:35.409512
"Q-Table (target, update frequency=100)",11200,555.573300749896,2025-10-31T15:26:35.409513
"Q-Table (target, update frequency=100)",11400,554.6122215931041,2025-10-31T15:26:35.409515
"Q-Table (target, update frequency=100)",11600,554.891617173856,2025-10-31T15:26:35.409516
"Q-Table (target, update frequency=100)",11800,554.901349089748,2025-10-31T15:26:35.409518
"Q-Table (target, update frequency=100)",12000,554.084685493744,2025-10-31T15:26:35.409519
"Q-Table (target, update frequency=100)",12200,555.275881414508,2025-10-31T15:26:35.409521
"Q-Table (target, update frequency=100)",12400,555.282835719566,2025-10-31T15:26:35.409522
"Q-Table (target, update frequency=100)",12600,555.3404444754141,2025-10-31T15:26:35.409524
"Q-Table (target, update frequency=100)",12800,555.5786520081381,2025-10-31T15:26:35.409525
"Q-Table (target, update frequency=100)",13000,555.2265976869741,2025-10-31T15:26:35.409527
"Q-Table (target, update frequency=100)",13200,554.5589178812361,2025-10-31T15:26:35.409529
"Q-Table (target, update frequency=100)",13400,554.407122869384,2025-10-31T15:26:35.409530
"Q-Table (target, update frequency=100)",13600,555.250295788232,2025-10-31T15:26:35.409532
"Q-Table (target, update frequency=100)",13800,555.152087731892,2025-10-31T15:26:35.409533
"Q-Table (target, update frequency=100)",14000,554.762652757826,2025-10-31T15:26:35.409535
"Q-Table (target, update frequency=100)",14200,555.0916923225641,2025-10-31T15:26:35.409536
"Q-Table (target, update frequency=100)",14400,555.214254661216,2025-10-31T15:26:35.409538
"Q-Table (target, update frequency=100)",14600,555.6729412719501,2025-10-31T15:26:35.409539
"Q-Table (target, update frequency=100)",14800,555.524855271694,2025-10-31T15:26:35.409541
"Q-Table (target, update frequency=100)",15000,555.432522367406,2025-10-31T15:26:35.409542
"Q-Table (double, update frequency=100)",0,541.411251250498,2025-10-31T15:26:39.902079
"Q-Table (double, update frequency=100)",200,496.28801088544805,2025-10-31T15:26:39.902085
"Q-Table (double, update frequency=100)",400,536.0045415666341,2025-10-31T15:26:39.902087
"Q-Table (double, update frequency=100)",600,535.86221490995,2025-10-31T15:26:39.902089
"Q-Table (double, update frequency=100)",800,549.643280226314,2025-10-31T15:26:39.902091
"Q-Table (double, update frequency=100)",1000,551.064849719824,2025-10-31T15:26:39.902093
"Q-Table (double, update frequency=100)",1200,551.064291731888,2025-10-31T15:26:39.902094
"Q-Table (double, update frequency=100)",1400,553.42992678268,2025-10-31T15:26:39.902096
"Q-Table (double, update frequency=100)",1600,551.5293922888061,2025-10-31T15:26:39.902098
"Q-Table (double, update frequency=100)",1800,552.364905481984,2025-10-31T15:26:39.902099
"Q-Table (double, update frequency=100)",2000,552.295620210254,2025-10-31T15:26:39.902101
"Q-Table (double, update frequency=100)",2200,553.4456212581621,2025-10-31T15:26:39.902103
"Q-Table (double, update frequency=100)",2400,552.840619564648,2025-10-31T15:26:39.902104
"Q-Table (double, update frequency=100)",2600,554.5318963771041,2025-10-31T15:26:39.902106
"Q-Table (double, update frequency=100)",2800,554.154082196032,2025-10-31T15:26:39.902107
"Q-Table (double, update frequency=100)",3000,553.4844979500281,2025-10-31T15:26:39.902109
"Q-Table (double, update frequency=100)",3200,553.9465250344,2025-10-31T15:26:39.902111
"Q-Table (double, update frequency=100)",3400,552.114187105906,2025-10-31T15:26:39.902112
"Q-Table (double, update frequency=100)",3600,552.6728565964161,2025-10-31T15:26:39.902114
"Q-Table (double, update frequency=100)",3800,552.6817621927161,2025-10-31T15:26:39.902115
"Q-Table (double, update frequency=100)",4000,553.192887675272,2025-10-31T15:26:39.902117
"Q-Table (double, update frequency=100)",4200,552.8417643346,2025-10-31T15:26:39.902118
"Q-Table (double, update frequency=100)",4400,553.235941458022,2025-10-31T15:26:39.902120
"Q-Table (double, update frequency=100)",4600,553.8748048750481,2025-10-31T15:26:39.902121
"Q-Table (double, update frequency=100)",4800,553.125139152386,2025-10-31T15:26:39.902123
"Q-Table (double, update frequency=100)",5000,553.916197060106,2025-10-31T15:26:39.902125
"Q-Table (double, update frequency=100)",5200,553.286630211782,2025-10-31T15:26:39.902126
"Q-Table (double, update frequency=100)",5400,553.2954280912,2025-10-31T15:26:39.902128
"Q-Table (double, update frequency=100)",5600,553.7737000887081,2025-10-31T15:26:39.902129
"Q-Table (double, update frequency=100)",5800,553.329477098438,2025-10-31T15:26:39.902131
"Q-Table (double, update frequency=100)",6000,553.3732177871001,2025-10-31T15:26:39.902132
"Q-Table (double, update frequency=100)",6200,554.9766305234581,2025-10-31T15:26:39.902134
"Q-Table (double, update frequency=100)",6400,554.2911110280161,2025-10-31T15:26:39.902136
"Q-Table (double, update frequency=100)",6600,552.992528015902,2025-10-31T15:26:39.902137
"Q-Table (double, update frequency=100)",6800,553.940386901168,2025-10-31T15:26:39.902139
"Q-Table (double, update frequency=100)",7000,553.651866477698,2025-10-31T15:26:39.902140
"Q-Table (double, update frequency=100)",7200,553.423313852042,2025-10-31T15:26:39.902142
"Q-Table (double, update frequency=100)",7400,553.87192801712,2025-10-31T15:26:39.902143
"Q-Table (double, update frequency=100)",7600,553.8240203343621,2025-10-31T15:26:39.902145
"Q-Table (double, update frequency=100)",7800,554.302892528294,2025-10-31T15:26:39.902147
"Q-Table (double, update frequency=100)",8000,554.517369258926,2025-10-31T15:26:39.902148
"Q-Table (double, update frequency=100)",8200,554.818260113312,2025-10-31T15:26:39.902150
"Q-Table (double, update frequency=100)",8400,554.0959368896721,2025-10-31T15:26:39.902151
"Q-Table (double, update frequency=100)",8600,554.0950486558941,2025-10-31T15:26:39.902153
